RECORDID,FIRSTNAME,LASTNAME,ADDRESS,CITY,POSTALCODEZIP,COUNTRY,GENDER,AGE,INCOMECODE,INCOMERANGE,INCOME,OCCUPATION,EDUCATION,RESIDENCE,FAMILYTYPE,SEGMENTATION,VISITS,TEMP_LATLONCODE,LAT,LONG,HubName,HubDist
561,Corey,Thomas,,TORONTO,,Canada,Female,39,2,"70,000 - 99,999 ",87707,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,105,949,43.754134,-79.481557,"34",0.475929850032507
562,Scottie,Schauffele,,TORONTO,,Canada,Male,35,5,"160,000 - 189,999",171900,Executive,Doctorate,Owner,Family,City Affluence,93,263,43.794004,-79.16056,"43",6.14065707967792
563,Tommy,McIlroy,,TORONTO,,Canada,Male,19,4,"130,000 - 169,999",148884,Sr. Manager,Masters,Owner,Family,Established Success,70,208,43.702354,-79.283773,"40",2.15814068996607
564,Tyrrell,Conners,,TORONTO,,Canada,Male,46,2,"70,000 - 99,999 ",76256,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,26,527,43.766484,-79.274585,"41",1.17303521150006
565,Tommy,Smith,,TORONTO,,Canada,Female,24,2,"70,000 - 99,999 ",70178,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,74,1195,43.810144,-79.211939,"57",3.3186792947147
566,Christiaan,Straka,,TORONTO,,Canada,Male,49,2,"70,000 - 99,999 ",93463,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,132,632,43.810838,-79.298194,"46",3.21069073423658
567,Aaron,Young,,TORONTO,,Canada,Female,19,2,"70,000 - 99,999 ",73986,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,94,896,43.667558,-79.394843,"17",0.628002736329842
568,Denny,Oosthuizen,,TORONTO,,Canada,Female,42,2,"70,000 - 99,999 ",76085,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,82,910,43.783387,-79.437253,"54",2.13139518552548
569,Aaron,Ancer,,TORONTO,,Canada,Female,27,4,"130,000 - 169,999",134680,Sr. Manager,Masters,Owner,Family,Established Success,10,645,43.747108,-79.574803,"7",7.20737859783627
570,Scottie,Day,,TORONTO,,Canada,Male,37,2,"70,000 - 99,999 ",77381,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,28,295,43.668792,-79.547569,"30",2.88981105690089
571,Emiliano,McCarthy,,TORONTO,,Canada,Female,29,3,"100,000 - 129,999",100936,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,6,140,43.775206,-79.15307,"43",4.87367246153912
572,Rory,Ancer,,TORONTO,,Canada,Female,18,2,"70,000 - 99,999 ",77414,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,86,902,43.728152,-79.35955,"37",1.26008284380535
573,Tiger,Harman,,TORONTO,,Canada,Male,46,5,"160,000 - 189,999",187436,Executive,Doctorate,Owner,Family,City Affluence,126,2,43.743325,-79.523992,"34",3.19907865361748
574,Sungjae,Grillo,,TORONTO,,Canada,Male,55,1,"40,000 - 69,999",63449,Administration,College,Rent,Singles,Young Up and Comers,92,1099,43.788571,-79.198186,"57",3.37548994479734
575,Tony,Fleetwood,,TORONTO,,Canada,Male,24,1,"40,000 - 69,999",69604,Administration,College,Rent,Singles,Young Up and Comers,26,96,43.651521,-79.591135,"32",0.757860462240319
576,Justin,Oosthuizen,,TORONTO,,Canada,Male,51,3,"100,000 - 129,999",101242,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,40,715,43.739377,-79.300445,"41",2.86822145345533
577,Bryson,Im,,TORONTO,,Canada,Male,37,3,"100,000 - 129,999",128208,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,67,1096,43.755304,-79.592604,"7",8.8994398755382
578,Patrick,Young,,TORONTO,,Canada,Female,20,4,"130,000 - 169,999",148210,Sr. Manager,Masters,Owner,Family,Established Success,130,232,43.67764,-79.375845,"13",1.04791824200843
579,Mackenzie,McCarthy,,TORONTO,,Canada,Male,53,2,"70,000 - 99,999 ",77056,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,69,671,43.668468,-79.560706,"32",2.41261876627821
580,Tony,Noren,,TORONTO,,Canada,Female,58,1,"40,000 - 69,999",56708,Administration,College,Rent,Singles,Young Up and Comers,87,769,43.718627,-79.475202,"16",2.34005088806534
581,Matt,Grillo,,TORONTO,,Canada,Female,20,2,"70,000 - 99,999 ",91935,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,146,692,43.719094,-79.516869,"7",1.66670134021971
582,Viktor,Hadwin,,TORONTO,,Canada,Male,24,1,"40,000 - 69,999",48135,Administration,College,Rent,Singles,Young Up and Comers,125,394,43.726562,-79.383381,"25",2.28539190105893
583,Tiger,Scheffler,,TORONTO,,Canada,Male,24,4,"130,000 - 169,999",130366,Sr. Manager,Masters,Owner,Family,Established Success,66,721,43.736297,-79.449646,"55",1.0992552641865
584,Tommy,Fleetwood,,TORONTO,,Canada,Female,43,2,"70,000 - 99,999 ",76956,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,5,267,43.599643,-79.552986,"28",3.42579224382556
585,Christiaan,Morikawa,,TORONTO,,Canada,Female,48,5,"160,000 - 189,999",171849,Executive,Doctorate,Owner,Family,City Affluence,116,1036,43.685166,-79.389504,"1",0.85498590018162
586,J.T.,MacIntyre,,TORONTO,,Canada,Male,51,2,"70,000 - 99,999 ",95746,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,126,549,43.784596,-79.380436,"50",2.04196946058532
587,Justin,Zalatoris,,TORONTO,,Canada,Female,57,2,"70,000 - 99,999 ",88793,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,90,318,43.66053,-79.52828,"30",1.13071034375456
588,Jon,Clark,,TORONTO,,Canada,Male,53,2,"70,000 - 99,999 ",75925,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,11,317,43.790214,-79.213651,"57",2.14070998879658
589,Wyndham,Zalatoris,,TORONTO,,Canada,Male,51,4,"130,000 - 169,999",159584,Sr. Manager,Masters,Owner,Family,Established Success,109,422,43.80406,-79.302026,"46",2.51595558512891
590,Mackenzie,Straka,,TORONTO,,Canada,Male,39,2,"70,000 - 99,999 ",89959,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,55,261,43.768679,-79.411705,"50",2.24272076012241
591,Adam,Grillo,,TORONTO,,Canada,Male,25,3,"100,000 - 129,999",108401,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,146,109,43.730643,-79.27267,"56",3.65240728761594
592,Bryson,Noren,,TORONTO,,Canada,Female,57,3,"100,000 - 129,999",115129,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,71,292,43.653948,-79.525551,"30",1.04940187006807
593,Hideki,Ancer,,TORONTO,,Canada,Male,33,3,"100,000 - 129,999",110771,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,61,364,43.754859,-79.477375,"34",0.792701525166598
594,Sungjae,Koepka,,TORONTO,,Canada,Female,58,2,"70,000 - 99,999 ",73422,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,8,1182,43.678188,-79.431894,"47",1.05886241407913
595,Denny,MacIntyre,,TORONTO,,Canada,Male,54,5,"160,000 - 189,999",177421,Executive,Doctorate,Owner,Family,City Affluence,67,1041,43.749178,-79.238698,"42",1.27779608298023
596,Si Woo,Rahm,,TORONTO,,Canada,Female,31,5,"160,000 - 189,999",161383,Executive,Doctorate,Owner,Family,City Affluence,98,227,43.778352,-79.281484,"46",1.13696734834349
597,Jason,Poston,,TORONTO,,Canada,Male,46,1,"40,000 - 69,999",59423,Administration,College,Rent,Singles,Young Up and Comers,29,524,43.783878,-79.35088,"44",2.710505218203
598,Justin,Hatton,,TORONTO,,Canada,Male,39,1,"40,000 - 69,999",51190,Administration,College,Rent,Singles,Young Up and Comers,135,932,43.697392,-79.601229,"32",5.14185560359295
599,Adam,Morikawa,,TORONTO,,Canada,Female,35,1,"40,000 - 69,999",65054,Administration,College,Rent,Singles,Young Up and Comers,44,646,43.682987,-79.542074,"30",3.48454786316999
600,Robert,Woods,,TORONTO,,Canada,Male,57,4,"130,000 - 169,999",157839,Sr. Manager,Masters,Owner,Family,Established Success,82,652,43.815502,-79.21566,"57",3.6032882347555
601,Tiger,Lee,,TORONTO,,Canada,Male,38,1,"40,000 - 69,999",44061,Administration,College,Rent,Singles,Young Up and Comers,111,1048,43.715264,-79.534617,"7",2.60269101940075
602,Xander,Lowry,,TORONTO,,Canada,Female,18,5,"160,000 - 189,999",169162,Executive,Doctorate,Owner,Family,City Affluence,58,923,43.799177,-79.334052,"44",0.748355658643415
603,Max,Scheffler,,TORONTO,,Canada,Female,20,3,"100,000 - 129,999",127870,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,84,753,43.74042,-79.600656,"32",9.79983781650707
604,Phil,Im,,TORONTO,,Canada,Male,35,3,"100,000 - 129,999",122869,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,107,236,43.792996,-79.365789,"50",3.29946705638478
605,Ludvig,Harman,,TORONTO,,Canada,Female,48,5,"160,000 - 189,999",183657,Executive,Doctorate,Owner,Family,City Affluence,115,93,43.782884,-79.435284,"54",2.21635139553249
606,Adam,Lowry,,TORONTO,,Canada,Female,45,4,"130,000 - 169,999",131474,Sr. Manager,Masters,Owner,Family,Established Success,134,25,43.766701,-79.497895,"34",1.9876527351501
607,Shane,Koepka,,TORONTO,,Canada,Male,49,3,"100,000 - 129,999",112049,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,99,940,43.718645,-79.432215,"55",1.31962702062618
608,Xander,Conners,,TORONTO,,Canada,Female,19,4,"130,000 - 169,999",155033,Sr. Manager,Masters,Owner,Family,Established Success,37,1072,43.642324,-79.480158,"49",1.36066107327313
609,Will,Bhatia,,TORONTO,,Canada,Female,42,1,"40,000 - 69,999",47375,Administration,College,Rent,Singles,Young Up and Comers,10,351,43.740063,-79.543108,"7",4.80886819035368
610,Aaron,Hovland,,TORONTO,,Canada,Female,42,2,"70,000 - 99,999 ",92917,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,144,829,43.795896,-79.414901,"50",4.112677596403
611,Will,Mickelson,,TORONTO,,Canada,Female,20,3,"100,000 - 129,999",121633,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,82,861,43.720119,-79.404283,"22",1.48224968992264
612,Cameron,Spieth,,TORONTO,,Canada,Female,39,1,"40,000 - 69,999",56918,Administration,College,Rent,Singles,Young Up and Comers,100,999,43.71653,-79.513833,"7",1.2919670936075
613,Si Woo,Hughes,,TORONTO,,Canada,Female,46,1,"40,000 - 69,999",61704,Administration,College,Rent,Singles,Young Up and Comers,129,1022,43.786358,-79.38589,"50",2.22218588560133
614,Will,Day,,TORONTO,,Canada,Female,19,1,"40,000 - 69,999",63283,Administration,College,Rent,Singles,Young Up and Comers,85,826,43.768174,-79.273912,"41",1.28515486203973
615,Will,Thomas,,TORONTO,,Canada,Female,50,5,"160,000 - 189,999",184512,Executive,Doctorate,Owner,Family,City Affluence,66,827,43.694005,-79.386683,"26",0.550982325912733
616,Sepp,Lee,,TORONTO,,Canada,Female,30,3,"100,000 - 129,999",103380,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,17,771,43.745809,-79.375557,"51",0.923419361389553
617,Emiliano,Hadwin,,TORONTO,,Canada,Female,34,1,"40,000 - 69,999",46765,Administration,College,Rent,Singles,Young Up and Comers,90,355,43.790486,-79.288789,"46",1.04884156467349
618,Alex,Hadwin,,TORONTO,,Canada,Female,37,4,"130,000 - 169,999",151429,Sr. Manager,Masters,Owner,Family,Established Success,100,314,43.831194,-79.274238,"46",5.70142403069484
619,Emiliano,Thomas,,TORONTO,,Canada,Male,27,5,"160,000 - 189,999",172616,Executive,Doctorate,Owner,Family,City Affluence,16,1022,43.786358,-79.38589,"50",2.22218588560133
620,Corey,Poston,,TORONTO,,Canada,Female,28,3,"100,000 - 129,999",106093,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,94,844,43.773334,-79.407987,"50",2.07700147065095
621,Emiliano,Niemann,,TORONTO,,Canada,Female,20,4,"130,000 - 169,999",146396,Sr. Manager,Masters,Owner,Family,Established Success,16,1159,43.72474,-79.402286,"22",0.977200824191293
622,Phil,DeChambeau,,TORONTO,,Canada,Female,47,3,"100,000 - 129,999",104896,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,24,514,43.778603,-79.244651,"59",1.1411661493721
623,Adam,Cantlay,,TORONTO,,Canada,Male,42,4,"130,000 - 169,999",141717,Sr. Manager,Masters,Owner,Family,Established Success,110,606,43.676406,-79.534031,"30",2.50785201346731
624,Brian,McCarthy,,TORONTO,,Canada,Male,49,1,"40,000 - 69,999",51665,Administration,College,Rent,Singles,Young Up and Comers,2,964,43.798952,-79.322131,"44",1.34846088595772
625,Phil,Day,,TORONTO,,Canada,Male,46,1,"40,000 - 69,999",49938,Administration,College,Rent,Singles,Young Up and Comers,3,281,43.702882,-79.318871,"2",3.14493932950037
626,Aaron,Lowry,,TORONTO,,Canada,Male,57,4,"130,000 - 169,999",134919,Sr. Manager,Masters,Owner,Family,Established Success,89,729,43.655766,-79.584917,"32",0.362303192549037
627,Shane,Ancer,,TORONTO,,Canada,Female,47,1,"40,000 - 69,999",57233,Administration,College,Rent,Singles,Young Up and Comers,58,943,43.690621,-79.459674,"48",0.941709255102355
628,Alex,Hadwin,,TORONTO,,Canada,Male,58,5,"160,000 - 189,999",187021,Executive,Doctorate,Owner,Family,City Affluence,137,996,43.650738,-79.330893,"24",1.42877478205479
629,Tommy,Kim,,TORONTO,,Canada,Female,29,3,"100,000 - 129,999",101667,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,121,708,43.791802,-79.140393,"43",6.89949558649305
630,Adam,Poston,,TORONTO,,Canada,Female,40,2,"70,000 - 99,999 ",77215,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,143,95,43.843684,-79.207796,"57",6.67667566478328
631,Sahith,Straka,,TORONTO,,Canada,Female,26,2,"70,000 - 99,999 ",73269,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,63,1086,43.74584,-79.530681,"34",3.66553396671423
632,Cameron,Smith,,TORONTO,,Canada,Female,37,2,"70,000 - 99,999 ",91316,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,125,1016,43.797155,-79.394501,"50",3.5192001151241
633,J.T.,Fitzpatrick,,TORONTO,,Canada,Female,19,5,"160,000 - 189,999",176882,Executive,Doctorate,Owner,Family,City Affluence,99,392,43.661061,-79.334244,"24",0.458565815986634
634,Scottie,Hovland,,TORONTO,,Canada,Male,34,2,"70,000 - 99,999 ",85990,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,106,92,43.804684,-79.381655,"50",4.25757781253529
635,Alex,Scott,,TORONTO,,Canada,Female,56,1,"40,000 - 69,999",50881,Administration,College,Rent,Singles,Young Up and Comers,120,587,43.738512,-79.335945,"36",0.556754913306237
636,Will,Bezuidenhout,,TORONTO,,Canada,Male,38,4,"130,000 - 169,999",149434,Sr. Manager,Masters,Owner,Family,Established Success,22,22,43.738041,-79.2715,"41",3.17138964304241
637,Phil,Clark,,TORONTO,,Canada,Male,23,3,"100,000 - 129,999",127972,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,12,272,43.783351,-79.46339,"54",1.51962965946118
638,Tyrrell,Harman,,TORONTO,,Canada,Female,47,2,"70,000 - 99,999 ",87650,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,82,118,43.716064,-79.432491,"14",1.23809317522155
639,Min Woo,Schauffele,,TORONTO,,Canada,Male,38,2,"70,000 - 99,999 ",76232,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,39,384,43.755653,-79.295041,"41",1.03500137529149
640,Collin,Conners,,TORONTO,,Canada,Male,44,5,"160,000 - 189,999",180362,Executive,Doctorate,Owner,Family,City Affluence,100,162,43.655287,-79.377519,"13",2.26904710271613
641,Denny,Aberg,,TORONTO,,Canada,Male,19,1,"40,000 - 69,999",68698,Administration,College,Rent,Singles,Young Up and Comers,58,794,43.670345,-79.552486,"32",3.04824147562133
642,Brooks,Harman,,TORONTO,,Canada,Female,54,2,"70,000 - 99,999 ",86397,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,110,375,43.728448,-79.509638,"7",2.40212339140599
643,Ludvig,Spieth,,TORONTO,,Canada,Female,43,2,"70,000 - 99,999 ",84767,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,124,893,43.6561,-79.407293,"27",1.32601180733214
644,Si Woo,McCarthy,,TORONTO,,Canada,Male,24,3,"100,000 - 129,999",111959,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,10,859,43.708215,-79.290237,"40",2.99013128128515
645,Jordan,Ancer,,TORONTO,,Canada,Female,40,4,"130,000 - 169,999",154926,Sr. Manager,Masters,Owner,Family,Established Success,6,583,43.745746,-79.536963,"7",5.02858190399852
646,Patrick,Rahm,,TORONTO,,Canada,Male,53,4,"130,000 - 169,999",158628,Sr. Manager,Masters,Owner,Family,Established Success,128,1166,43.633907,-79.481698,"49",2.24972623345714
647,Sahith,Grillo,,TORONTO,,Canada,Female,46,3,"100,000 - 129,999",119138,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,23,564,43.658136,-79.527294,"30",1.03931026370853
648,Tiger,Bhatia,,TORONTO,,Canada,Male,40,2,"70,000 - 99,999 ",95381,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,59,986,43.655078,-79.434329,"4",0.386187177892571
649,Adam,Fleetwood,,TORONTO,,Canada,Male,52,5,"160,000 - 189,999",174379,Executive,Doctorate,Owner,Family,City Affluence,91,1132,43.650955,-79.371995,"13",2.89100851486363
650,Patrick,Poston,,TORONTO,,Canada,Female,39,2,"70,000 - 99,999 ",94465,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,11,962,43.752753,-79.205876,"43",0.987196995396433
651,Tom,Kim,,TORONTO,,Canada,Female,30,1,"40,000 - 69,999",47861,Administration,College,Rent,Singles,Young Up and Comers,120,243,43.81343,-79.292368,"46",3.49082115524659
652,Jordan,Bhatia,,TORONTO,,Canada,Female,36,2,"70,000 - 99,999 ",81554,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,69,376,43.602453,-79.536378,"31",2.97651558139082
653,Louis,Finau,,TORONTO,,Canada,Female,31,1,"40,000 - 69,999",64231,Administration,College,Rent,Singles,Young Up and Comers,53,1185,43.675696,-79.309508,"2",0.60396145088575
654,Bryson,Hughes,,TORONTO,,Canada,Male,47,4,"130,000 - 169,999",145167,Sr. Manager,Masters,Owner,Family,Established Success,124,730,43.756689,-79.369495,"51",1.30279460058029
655,Cameron,Koepka,,TORONTO,,Canada,Female,26,3,"100,000 - 129,999",105315,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,80,969,43.825654,-79.205616,"57",4.98986667701934
656,Emiliano,Spieth,,TORONTO,,Canada,Female,52,4,"130,000 - 169,999",158793,Sr. Manager,Masters,Owner,Family,Established Success,67,209,43.69806,-79.454826,"48",0.565907170111456
657,Abraham,MacIntyre,,TORONTO,,Canada,Male,53,5,"160,000 - 189,999",169494,Executive,Doctorate,Owner,Family,City Affluence,7,426,43.748243,-79.484037,"34",0.348784362629215
658,Akshay,Lee,,TORONTO,,Canada,Female,29,1,"40,000 - 69,999",66452,Administration,College,Rent,Singles,Young Up and Comers,72,361,43.619634,-79.553407,"28",1.42734853215795
659,Max,Fleetwood,,TORONTO,,Canada,Male,46,5,"160,000 - 189,999",174408,Executive,Doctorate,Owner,Family,City Affluence,75,600,43.694196,-79.437044,"23",0.684150497723718
660,Shane,Theegala,,TORONTO,,Canada,Female,37,3,"100,000 - 129,999",108571,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,34,998,43.74009,-79.563657,"7",6.02016055928463
661,Scottie,Matsuyama,,TORONTO,,Canada,Male,35,4,"130,000 - 169,999",135660,Sr. Manager,Masters,Owner,Family,Established Success,61,721,43.736297,-79.449646,"55",1.0992552641865
662,Christiaan,Zalatoris,,TORONTO,,Canada,Male,34,5,"160,000 - 189,999",186315,Executive,Doctorate,Owner,Family,City Affluence,14,12,43.65721,-79.395415,"17",1.77567810133874
663,Sungjae,Kim,,TORONTO,,Canada,Female,35,2,"70,000 - 99,999 ",76384,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,96,1108,43.774239,-79.247532,"59",1.67592272536366
664,Phil,Bhatia,,TORONTO,,Canada,Female,28,1,"40,000 - 69,999",48519,Administration,College,Rent,Singles,Young Up and Comers,56,159,43.76383,-79.207062,"42",1.74861134432775
665,Sahith,Straka,,TORONTO,,Canada,Female,24,3,"100,000 - 129,999",118052,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,76,596,43.68529,-79.290956,"2",1.28052110595788
666,Adam,Scott,,TORONTO,,Canada,Female,48,2,"70,000 - 99,999 ",84994,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,100,542,43.803687,-79.345035,"44",0.762767593209043
667,Corey,Poston,,TORONTO,,Canada,Female,30,2,"70,000 - 99,999 ",70689,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,115,893,43.6561,-79.407293,"27",1.32601180733214
668,Shane,Cantlay,,TORONTO,,Canada,Female,39,5,"160,000 - 189,999",188936,Executive,Doctorate,Owner,Family,City Affluence,121,714,43.747959,-79.494302,"34",0.772623528303136
669,Tony,Kim,,TORONTO,,Canada,Male,22,1,"40,000 - 69,999",55906,Administration,College,Rent,Singles,Young Up and Comers,112,661,43.649618,-79.424567,"4",0.84621494608616
670,Cameron,Fleetwood,,TORONTO,,Canada,Female,46,3,"100,000 - 129,999",119670,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,74,484,43.649736,-79.540167,"30",2.30966252922022
671,Denny,Homa,,TORONTO,,Canada,Female,18,3,"100,000 - 129,999",118384,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,141,751,43.702999,-79.49372,"8",0.843799213763325
672,Matt,Hovland,,TORONTO,,Canada,Female,28,3,"100,000 - 129,999",102716,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,46,83,43.770076,-79.348512,"38",2.40976055010448
673,Corey,Theegala,,TORONTO,,Canada,Male,21,1,"40,000 - 69,999",49128,Administration,College,Rent,Singles,Young Up and Comers,21,483,43.744356,-79.57013,"7",6.72252670820226
674,Adam,Harman,,TORONTO,,Canada,Female,36,1,"40,000 - 69,999",44792,Administration,College,Rent,Singles,Young Up and Comers,139,508,43.718883,-79.244715,"56",2.16177466781239
675,Louis,Woods,,TORONTO,,Canada,Male,32,3,"100,000 - 129,999",107753,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,24,402,43.764915,-79.441092,"53",1.21999427361272
676,Cameron,Hatton,,TORONTO,,Canada,Female,20,1,"40,000 - 69,999",68808,Administration,College,Rent,Singles,Young Up and Comers,126,642,43.785466,-79.328254,"44",2.33972593002121
677,Max,Aberg,,TORONTO,,Canada,Female,31,3,"100,000 - 129,999",128421,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,94,147,43.668692,-79.420977,"27",0.476388673784668
678,Sepp,Koepka,,TORONTO,,Canada,Male,54,2,"70,000 - 99,999 ",73416,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,39,878,43.773286,-79.46825,"54",0.965912372464263
679,Patrick,Hadwin,,TORONTO,,Canada,Male,34,4,"130,000 - 169,999",137711,Sr. Manager,Masters,Owner,Family,Established Success,43,401,43.796712,-79.284056,"46",1.83824441189469
680,Collin,DeChambeau,,TORONTO,,Canada,Male,46,2,"70,000 - 99,999 ",83767,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,5,893,43.6561,-79.407293,"27",1.32601180733214
681,Xander,Scheffler,,TORONTO,,Canada,Male,39,5,"160,000 - 189,999",163833,Executive,Doctorate,Owner,Family,City Affluence,7,265,43.822121,-79.195976,"57",5.16795707730348
682,Xander,Young,,TORONTO,,Canada,Female,23,2,"70,000 - 99,999 ",92712,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,7,234,43.824402,-79.18986,"57",5.69321865720699
683,Jon,Clark,,TORONTO,,Canada,Female,19,4,"130,000 - 169,999",140980,Sr. Manager,Masters,Owner,Family,Established Success,76,424,43.701578,-79.254729,"56",0.114300573489113
684,Corey,Rai,,TORONTO,,Canada,Male,35,1,"40,000 - 69,999",52498,Administration,College,Rent,Singles,Young Up and Comers,85,283,43.789586,-79.2658,"59",2.07006554969685
685,Joaquin,Thomas,,TORONTO,,Canada,Male,27,3,"100,000 - 129,999",102030,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,75,1180,43.636045,-79.529488,"30",2.8114528143854
686,Bryson,Finau,,TORONTO,,Canada,Male,36,5,"160,000 - 189,999",188249,Executive,Doctorate,Owner,Family,City Affluence,133,747,43.706458,-79.594693,"32",5.99827548637484
687,Viktor,Hughes,,TORONTO,,Canada,Female,51,5,"160,000 - 189,999",189947,Executive,Doctorate,Owner,Family,City Affluence,92,1060,43.77019,-79.356392,"50",2.26483870698567
688,Akshay,Homa,,TORONTO,,Canada,Male,54,1,"40,000 - 69,999",44049,Administration,College,Rent,Singles,Young Up and Comers,36,628,43.699541,-79.390081,"19",0.250636251715904
689,Tommy,Fleetwood,,TORONTO,,Canada,Male,51,1,"40,000 - 69,999",57009,Administration,College,Rent,Singles,Young Up and Comers,141,1051,43.799907,-79.218636,"57",2.15457555627282
690,Matt,Thomas,,TORONTO,,Canada,Male,53,3,"100,000 - 129,999",127856,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,60,1077,43.790659,-79.216838,"57",1.89166388357809
691,Alex,Finau,,TORONTO,,Canada,Female,39,1,"40,000 - 69,999",67916,Administration,College,Rent,Singles,Young Up and Comers,57,1183,43.680522,-79.401482,"1",0.429039146332368
692,Tyrrell,Fitzpatrick,,TORONTO,,Canada,Male,29,3,"100,000 - 129,999",116116,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,27,702,43.704529,-79.490256,"8",1.01481079431598
693,Tiger,McIlroy,,TORONTO,,Canada,Female,27,2,"70,000 - 99,999 ",82463,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,81,623,43.672474,-79.443708,"20",1.52533940501298
694,Denny,Harman,,TORONTO,,Canada,Male,28,3,"100,000 - 129,999",110618,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,45,355,43.790486,-79.288789,"46",1.04884156467349
695,Wyndham,Eckroat,,TORONTO,,Canada,Male,51,5,"160,000 - 189,999",186529,Executive,Doctorate,Owner,Family,City Affluence,67,559,43.77382,-79.161616,"43",4.27280862663612
696,Phil,Homa,,TORONTO,,Canada,Male,36,3,"100,000 - 129,999",100465,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,17,583,43.745746,-79.536963,"7",5.02858190399852
697,Tommy,Bezuidenhout,,TORONTO,,Canada,Male,33,4,"130,000 - 169,999",156944,Sr. Manager,Masters,Owner,Family,Established Success,63,6,43.634417,-79.352248,"24",3.71373558954179
698,Tony,Theegala,,TORONTO,,Canada,Female,37,3,"100,000 - 129,999",110535,Manager,Bachelor,Owner,Singles/Couples,Middle of the Road,69,143,43.704456,-79.378465,"26",0.916245163348641
699,Louis,Matsuyama,,TORONTO,,Canada,Female,35,2,"70,000 - 99,999 ",88404,Support,Bachelor,Rent,Singles/Couples,City Goals and Dreams,57,227,43.778352,-79.281484,"46",1.13696734834349
700,Brian,Niemann,,TORONTO,,Canada,Male,49,4,"130,000 - 169,999",136245,Sr. Manager,Masters,Owner,Family,Established Success,28,526,43.761101,-79.413058,"22",3.15875813764831
